lambda_gram,embedding
transfer shall take place,11100100100110010111101101110111010100010111
shall take place manner,11001011110110111011101010001011110000100011
take place manner data,11011101110101000101111000010001100110111111
place manner data needed,10100010111100001000110011011111110010000101
manner data needed perform,10000100011001101111111001000010110011111111
data needed perform fourier,00110111111100100001011001111111101011001101
needed perform fourier transform,10010000101100111111110101100110111100100110
perform fourier transform showsup,10011111111010110011011110010011011001101001
fourier transform showsup single,01011001101111001001101100110100111001110101
transform showsup single processor,11100100110110011010011100111010110101100100
showsup single processor backend,11001101001110011101011010110010000010111000
single processor backend tofrom,11001110101101011001000001011100011100010100
processor backend tofrom monitor,10101100100000101110001110001010010001100100
backend tofrom monitor control,00010111000111000101001000110010000110000111
tofrom monitor control interface,11100010100100011001000011000011101110010011
shall receive via mc,11001011110101101011001111000001110000110001
receive via mc state,10110101100111100000111000011000111010101010
via mc state count,11110000011100001100011101010101000110011100
mc state count data,10000110001110101010100011001110000110111111
state count data produced,11010101010001100111000011011111110101100111
count data produced correlator,00110011100001101111111010110011100110010111
data produced correlator data,00110111111101011001110011001011100110111111
produced correlator data valid,10101100111001100101110011011111111101110100
correlator data valid counts,00110010111001101111111110111010000110011110
data valid counts quantizer,00110111111111011101000011001111010110001100
valid counts quantizer power,11101110100001100111101011000110010100111000
counts quantizer power measurement,00110011110101100011001010011100010000110101
quantizer power measurement data,10110001100101001110001000011010100110111111
power measurement data filter,10100111000100001101010011011111101010100110
measurement data filter parameters,10000110101001101111110101010011010011100100
data filter parameters frequency,00110111111010101001101001110010001011010110
filter parameters frequency shift,01010100110100111001000101101011011001100001
parameters frequency shift parameters,10011100100010110101101100110000110011100100
frequency shift parameters windowing,01011010110110011000011001110010011110101100
shift parameters windowing parameters,11001100001100111001001111010110010011100100
parameters windowing parameters observational,10011100100111101011001001110010010010100101
windowing parameters observational mode,11110101100100111001001001010010110001011100
parameters observational mode shall,10011100100100101001011000101110011001011110
observational mode shall receive,10010100101100010111001100101111010110101100
mode shall receive via,10001011100110010111101011010110011110000011
receive via mc data,10110101100111100000111000011000100110111111
via mc data parameters,11110000011100001100010011011111110011100100
mc data parameters specific,10000110001001101111111001110010011010001110
data parameters specific current,00110111111100111001001101000111000110110001
parameters specific current evla,10011100100110100011100011011000101001110010
specific current evla observational,11010001110001101100010100111001010010100101
current evla observational mode,00110110001010011100101001010010110001011100
evla observational mode needed,01001110010100101001011000101110010010000101
observational mode needed processing,10010100101100010111001001000010110101100011
mode needed processing correlator,10001011100100100001011010110001100110010111
needed processing correlator lag,10010000101101011000110011001011101111001011
processing correlator lag values,10101100011001100101110111100101111101111001
correlator lag values metadata,00110010111011110010111110111100110001001001
lag values metadata shall,01111001011111011110011000100100111001011110
values metadata shall receive,11101111001100010010011100101111010110101100
metadata shall receive via,10001001001110010111101011010110011110000011
receive via mc metadata,10110101100111100000111000011000110001001001
via mc metadata necessary,11110000011100001100011000100100110010000011
mc metadata necessary format,10000110001100010010011001000001101011000011
metadata necessary format results,10001001001100100000110101100001111000000101
necessary format results delivery,10010000011010110000111100000010100111010111
format results delivery ee,01011000011110000001010011101011101000110110
results delivery ee operational,11000000101001110101110100011011010011000001
delivery ee operational status,00111010111010001101101001100000111010110001
includes lag frame destination,01101011001011110010110101100111000111101101
lag frame destination addresses,01111001011010110011100011110110100000111001
frame destination addresses address,01011001110001111011010000011100100000111000
destination addresses address changes,00111101101000001110010000011100000100010100
addresses address changes error,00000111001000001110000010001010001001100101
address changes error warning,00000111000001000101000100110010111110010110
changes error warning shall,00100010100010011001011111001011011001011110
error warning shall provide,01001100101111100101101100101111010110000000
warning shall provide error,11110010110110010111101011000000001001100101
shall provide error warning,11001011110101100000000100110010111110010110
provide error warning reports,10110000000010011001011111001011010111100010
error warning reports mc,01001100101111100101101011110001010000110001
warning reports mc operating,11110010110101111000101000011000110010111111
reports mc operating conditions,10111100010100001100011001011111100101100011
mc operating conditions warrant,10000110001100101111110010110001111110010111
operating conditions warrant debugtest,10010111111001011000111111001011100111001000
conditions warrant debugtest messages,00101100011111100101110011100100010001000111
warrant debugtest messages shall,11110010111001110010001000100011111001011110
debugtest messages shall provide,00111001000100010001111100101111010110000000
messages shall provide several,10001000111110010111101011000000011001011101
shall provide several optionally,11001011110101100000001100101110110011000110
provide several optionally selectable,10110000000110010111011001100011011001000011
several optionally selectable levels,11001011101100110001101100100001101111100110
optionally selectable levels printed,10011000110110010000110111110011010101010011
selectable levels printed messages,11001000011011111001101010101001110001000111
