lambda_gram,embedding
the transfer shall,001011011000001000110101010011000000
transfer shall take,001000110101010011000000010011000111
shall take place,010011000000010011000111010111001110
take place in,010011000111010111001110000011000010
place in such,010111001110000011000010010100001100
in such a,000011000010010100001100000000100000
such a manner,010100001100000000100000001101110111
a manner that,000000100000001101110111011111001101
manner that all,001101110111011111001101011111010000
that all data,011111001101011111010000001100010101
all data needed,011111010000001100010101000101101110
data needed to,001100010101000101101110010011010101
needed to perform,000101101110010011010101000011111100
to perform any,010011010101000011111100011011011111
perform any fourier,000011111100011011011111010111100111
any fourier transform,011011011111010111100111010010010011
fourier transform showsup,010111100111010010010011000001111010
transform showsup on,010010010011000001111010011010001011
showsup on a,000001111010011010001011000000100000
on a single,011010001011000000100000001011100100
a single processor,000000100000001011100100000101111011
single processor backend,001011100100000101111011001010011001
processor backend tofrom,000101111011001010011001001011100010
backend tofrom monitor,001010011001001011100010011100010000
tofrom monitor and,001011100010011100010000011001101010
monitor and control,011100010000011001101010011110011000
and control interface,011001101010011110011000010011100000
the be shall,001011011000000000000111010011000000
be shall receive,000000000111010011000000000100100100
shall receive via,010011000000000100100100000111100111
receive via mc,000100100100000111100111010101110111
via mc state,000111100111010101110111011101001111
mc state count,010101110111011101001111010011011000
state count data,011101001111010011011000001100010101
count data produced,010011011000001100010101010100111100
data produced by,001100010101010100111100001000011010
produced by the,010100111100001000011010001011011000
by the correlator,001000011010001011011000011000100110
the correlator data,001011011000011000100110001100010101
correlator data valid,011000100110001100010101011010000010
data valid counts,001100010101011010000010011010000000
valid counts quantizer,011010000010011010000000000100001100
counts quantizer power,011010000000000100001100010100100001
quantizer power measurement,000100001100010100100001000000011110
power measurement data,010100100001000000011110001100010101
measurement data filter,000000011110001100010101011100011000
data filter parameters,001100010101011100011000000000110001
filter parameters frequency,011100011000000000110001011011111000
parameters frequency shift,000000110001011011111000000101000011
frequency shift parameters,011011111000000101000011000000110001
shift parameters windowing,000101000011000000110001011111011111
parameters windowing parameters,000000110001011111011111000000110001
windowing parameters observational,011111011111000000110001000010100001
parameters observational mode,000000110001000010100001010100011001
observational mode the,000010100001010100011001001011011000
mode the be,010100011001001011011000000000000111
via mc data,000111100111010101110111001100010101
mc data and,010101110111001100010101011001101010
data and parameters,001100010101011001101010000000110001
and parameters specific,011001101010000000110001010111000110
parameters specific to,000000110001010111000110010011010101
specific to the,010111000110010011010101001011011000
to the current,010011010101001011011000011001011001
the current evla,001011011000011001011001001010010000
current evla observational,011001011001001010010000000010100001
evla observational mode,001010010000000010100001010100011001
observational mode needed,000010100001010100011001000101101110
mode needed for,010100011001000101101110000100111010
needed for processing,000101101110000100111010011100111010
for processing the,000100111010011100111010001011011000
processing the correlator,011100111010001011011000011000100110
the correlator lag,001011011000011000100110001111111010
correlator lag values,011000100110001111111010010100101101
lag values metadata,001111111010010100101101010110101011
values metadata the,010100101101010110101011001011011000
metadata the be,010110101011001011011000000000000111
via mc all,000111100111010101110111011111010000
mc all metadata,010101110111011111010000010110101011
all metadata necessary,011111010000010110101011010001000110
metadata necessary to,010110101011010001000110010011010101
necessary to format,010001000110010011010101001000010100
to format be,010011010101001000010100000000000111
format be results,001000010100000000000111000111000011
be results for,000000000111000111000011000100111010
results for delivery,000111000011000100111010010110100100
for delivery to,000100111010010110100100010011010101
delivery to the,010110100100010011010101001011011000
to the ee,010011010101001011011000010010101111
the ee operational,001011011000010010101111010010001011
ee operational status,010010101111010010001011001011111011
operational status and,010010001011001011111011011001101010
this includes lag,000010011000011000001000001111111010
includes lag frame,011000001000001111111010011100111000
lag frame destination,001111111010011100111000010101011001
frame destination addresses,011100111000010101011001000010001001
destination addresses and,010101011001000010001001011001101010
addresses and address,000010001001011001101010000101111010
and address changes,011001101010000101111010001001001000
address changes error,000101111010001001001000000111010100
changes error and,001001001000000111010100011001101010
error and warning,000111010100011001101010000101000101
and warning the,011001101010000101000101001011011000
warning the be,000101000101001011011000000000000111
be shall provide,000000000111010011000000011000100011
shall provide error,010011000000011000100011000111010100
provide error and,011000100011000111010100011001101010
and warning reports,011001101010000101000101001100000010
warning reports to,000101000101001100000010010011010101
reports to mc,001100000010010011010101010101110111
to mc as,010011010101010101110111011001110110
mc as operating,010101110111011001110110010000001101
as operating conditions,011001110110010000001101000100111011
operating conditions warrant,010000001101000100111011011001101001
conditions warrant debugtest,000100111011011001101001011001011000
warrant debugtest messages,011001101001011001011000010000010011
debugtest messages the,011001011000010000010011001011011000
messages the be,010000010011001011011000000000000111
shall provide several,010011000000011000100011001010110111
provide several optionally,011000100011001010110111000000111111
several optionally selectable,001010110111000000111111001111100000
optionally selectable levels,000000111111001111100000010011110000
selectable levels of,001111100000010011110000011000110110
levels of printed,010011110000011000110110001011011101
of printed messages,011000110110001011011101010000010011
printed messages detailing,001011011101010000010011000100101010
messages detailing operational,010000010011000100101010010010001011
detailing operational parameters,000100101010010010001011000000110001
operational parameters at,010010001011000000110001000010011100
parameters at critical,000000110001000010011100010101101110
at critical locations,000010011100010101101110010110011111
critical locations in,010101101110010110011111000011000010
locations in the,010110011111000011000010001011011000
in the system,000011000010001011011000001110100100
formatted output the,001000101010000111010000001011011000
output the be,000111010000001011011000000000000111
be shall deliver,000000000111010011000000001111010100
shall deliver formatted,010011000000001111010100001000101010
deliver formatted final,001111010100001000101010000000001001
formatted final results,001000101010000000001001000111000011
final results to,000000001001000111000011010011010101
results to the,000111000011010011010101001011011000
the ee system,001011011000010010101111001110100100
be shall produce,000000000111010011000000001011001011
shall produce all,010011000000001011001011011111010000
produce all data,001011001011011111010000001100010101
data needed by,001100010101000101101110001000011010
needed by the,000101101110001000011010001011011000
by the ee,001000011010001011011000010010101111
ee system for,010010101111001110100100000100111010
system for archiving,001110100100000100111010011100000101
for archiving and,000100111010011100000101011001101010
archiving and further,011100000101011001101010011101011101
and further processing,011001101010011101011101011100111010
the output is,001011011000000111010000001111011110
output is currently,000111010000001111011110010011011001
is currently expected,001111011110010011011001000110100011
currently expected to,010011011001000110100011010011010101
expected to be,000110100011010011010101000000000111
to be in,010011010101000000000111000011000010
be in a,000000000111000011000010000000100000
in a form,000011000010000000100000000011011101
a form compatible,000000100000000011011101000011111110
form compatible with,000011011101000011111110011101000001
compatible with aips,000011111110011101000001000010101110
with aips measurement,011101000001000010101110000000011110
aips measurement sets,000010101110000000011110011100000110
and control system,011001101010011110011000001110100100
control system the,011110011000001110100100001011011000
system the be,001110100100001011011000000000000111
be shall acknowledge,000000000111010011000000001011100110
shall acknowledge receipt,010011000000001011100110000101110011
acknowledge receipt of,001011100110000101110011011000110110
receipt of all,000101110011011000110110011111010000
of all data,011000110110011111010000001100010101
all data received,011111010000001100010101001111111100
data received from,001100010101001111111100011011101000
received from mc,001111111100011011101000010101110111
from mc correlator,011011101000010101110111011000100110
mc correlator system,010101110111011000100110001110100100
correlator system the,011000100110001110100100001011011000
be shall notify,000000000111010011000000000001100000
shall notify mc,010011000000000001100000010101110111
notify mc of,000001100000010101110111011000110110
mc of any,010101110111011000110110011011011111
of any detected,011000110110011011011111001000000100
any detected interruptions,011011011111001000000100011111001100
detected interruptions of,001000000100011111001100011000110110
interruptions of data,011111001100011000110110001100010101
of data delivery,011000110110001100010101010110100100
data delivery from,001100010101010110100100011011101000
delivery from the,010110100100011011101000001011011000
from the correlator,011011101000001011011000011000100110
the correlator ee,001011011000011000100110010010101111
correlator ee the,011000100110010010101111001011011000
ee the be,010010101111001011011000000000000111
be shall verify,000000000111010011000000001101011011
shall verify successful,010011000000001101011011011010110001
verify successful delivery,001101011011011010110001010110100100
successful delivery of,011010110001010110100100011000110110
delivery of output,010110100100011000110110000111010000
of output to,011000110110000111010000010011010101
output to the,000111010000010011010101001011011000
the ee internal,001011011000010010101111001111001101
ee internal data,010010101111001111001101001100010101
internal data the,001111001101001100010101001011011000
data the be,001100010101001011011000000000000111
be shall guarantee,000000000111010011000000001010110001
shall guarantee safe,010011000000001010110001011100001010
guarantee safe delivery,001010110001011100001010010110100100
safe delivery of,011100001010010110100100011000110110
delivery of all,010110100100011000110110011111010000
of all internal,011000110110011111010000001111001101
all internal messages,011111010000001111001101010000010011
internal messages lag,001111001101010000010011001111111010
messages lag frames,010000010011001111111010010001110000
lag frames the,001111111010010001110000001011011000
frames the be,010001110000001011011000000000000111
be shall be,000000000111010011000000000000000111
shall be able,010011000000000000000111001100110011
be able to,000000000111001100110011010011010101
able to handle,001100110011010011010101000010010100
to handle lag,010011010101000010010100001111111010
handle lag frames,000010010100001111111010010001110000
lag frames of,001111111010010001110000011000110110
frames of less,010001110000011000110110000001001001
of less than,011000110110000001001001011010101010
less than values,000001001001011010101010010100101101
than values lag,011010101010010100101101001111111010
values lag sets,010100101101001111111010011100000110
lag sets the,001111111010011100000110001011011000
sets the be,011100000110001011011000000000000111
handle lag sets,000010010100001111111010011100000110
lag sets up,001111111010011100000110011000011110
sets up to,011100000110011000011110010011010101
up to a,011000011110010011010101000000100000
to a maximum,010011010101000000100000011111101000
a maximum size,000000100000011111101000001100100010
maximum size of,011111101000001100100010011000110110
size of value,001100100010011000110110000000000101
data receive the,001100010101000100100100001011011000
receive the be,000100100100001011011000000000000111
shall receive incoming,010011000000000100100100010010001000
receive incoming data,000100100100010010001000001100010101
incoming data packets,010010001000001100010101000001001110
data packets from,001100010101000001001110011011101000
packets from the,000001001110011011101000001011011000
the correlator to,001011011000011000100110010011010101
correlator to backend,011000100110010011010101001010011001
to backend network,010011010101001010011001000110110011
backend network interface,001010011001000110110011010011100000
this network is,000010011000000110110011001111011110
network is a,000110110011001111011110000000100000
