lambda_gram,embedding
the transfer shall take,001011011000001000110101010011000000010011000111
transfer shall take place,001000110101010011000000010011000111010111001110
shall take place in,010011000000010011000111010111001110000011000010
take place in such,010011000111010111001110000011000010010100001100
place in such a,010111001110000011000010010100001100000000100000
in such a manner,000011000010010100001100000000100000001101110111
such a manner that,010100001100000000100000001101110111011111001101
a manner that all,000000100000001101110111011111001101011111010000
manner that all data,001101110111011111001101011111010000001100010101
that all data needed,011111001101011111010000001100010101000101101110
all data needed to,011111010000001100010101000101101110010011010101
data needed to perform,001100010101000101101110010011010101000011111100
needed to perform any,000101101110010011010101000011111100011011011111
to perform any fourier,010011010101000011111100011011011111010111100111
perform any fourier transform,000011111100011011011111010111100111010010010011
any fourier transform showsup,011011011111010111100111010010010011000001111010
fourier transform showsup on,010111100111010010010011000001111010011010001011
transform showsup on a,010010010011000001111010011010001011000000100000
showsup on a single,000001111010011010001011000000100000001011100100
on a single processor,011010001011000000100000001011100100000101111011
a single processor backend,000000100000001011100100000101111011001010011001
single processor backend tofrom,001011100100000101111011001010011001001011100010
processor backend tofrom monitor,000101111011001010011001001011100010011100010000
backend tofrom monitor and,001010011001001011100010011100010000011001101010
tofrom monitor and control,001011100010011100010000011001101010011110011000
monitor and control interface,011100010000011001101010011110011000010011100000
the be shall receive,001011011000000000000111010011000000000100100100
be shall receive via,000000000111010011000000000100100100000111100111
shall receive via mc,010011000000000100100100000111100111010101110111
receive via mc state,000100100100000111100111010101110111011101001111
via mc state count,000111100111010101110111011101001111010011011000
mc state count data,010101110111011101001111010011011000001100010101
state count data produced,011101001111010011011000001100010101010100111100
count data produced by,010011011000001100010101010100111100001000011010
data produced by the,001100010101010100111100001000011010001011011000
produced by the correlator,010100111100001000011010001011011000011000100110
by the correlator data,001000011010001011011000011000100110001100010101
the correlator data valid,001011011000011000100110001100010101011010000010
correlator data valid counts,011000100110001100010101011010000010011010000000
data valid counts quantizer,001100010101011010000010011010000000000100001100
valid counts quantizer power,011010000010011010000000000100001100010100100001
counts quantizer power measurement,011010000000000100001100010100100001000000011110
quantizer power measurement data,000100001100010100100001000000011110001100010101
power measurement data filter,010100100001000000011110001100010101011100011000
measurement data filter parameters,000000011110001100010101011100011000000000110001
data filter parameters frequency,001100010101011100011000000000110001011011111000
filter parameters frequency shift,011100011000000000110001011011111000000101000011
parameters frequency shift parameters,000000110001011011111000000101000011000000110001
frequency shift parameters windowing,011011111000000101000011000000110001011111011111
shift parameters windowing parameters,000101000011000000110001011111011111000000110001
parameters windowing parameters observational,000000110001011111011111000000110001000010100001
windowing parameters observational mode,011111011111000000110001000010100001010100011001
parameters observational mode the,000000110001000010100001010100011001001011011000
observational mode the be,000010100001010100011001001011011000000000000111
mode the be shall,010100011001001011011000000000000111010011000000
receive via mc data,000100100100000111100111010101110111001100010101
via mc data and,000111100111010101110111001100010101011001101010
mc data and parameters,010101110111001100010101011001101010000000110001
data and parameters specific,001100010101011001101010000000110001010111000110
and parameters specific to,011001101010000000110001010111000110010011010101
parameters specific to the,000000110001010111000110010011010101001011011000
specific to the current,010111000110010011010101001011011000011001011001
to the current evla,010011010101001011011000011001011001001010010000
the current evla observational,001011011000011001011001001010010000000010100001
current evla observational mode,011001011001001010010000000010100001010100011001
evla observational mode needed,001010010000000010100001010100011001000101101110
observational mode needed for,000010100001010100011001000101101110000100111010
mode needed for processing,010100011001000101101110000100111010011100111010
needed for processing the,000101101110000100111010011100111010001011011000
for processing the correlator,000100111010011100111010001011011000011000100110
processing the correlator lag,011100111010001011011000011000100110001111111010
the correlator lag values,001011011000011000100110001111111010010100101101
correlator lag values metadata,011000100110001111111010010100101101010110101011
lag values metadata the,001111111010010100101101010110101011001011011000
values metadata the be,010100101101010110101011001011011000000000000111
metadata the be shall,010110101011001011011000000000000111010011000000
receive via mc all,000100100100000111100111010101110111011111010000
via mc all metadata,000111100111010101110111011111010000010110101011
mc all metadata necessary,010101110111011111010000010110101011010001000110
all metadata necessary to,011111010000010110101011010001000110010011010101
metadata necessary to format,010110101011010001000110010011010101001000010100
necessary to format be,010001000110010011010101001000010100000000000111
to format be results,010011010101001000010100000000000111000111000011
format be results for,001000010100000000000111000111000011000100111010
be results for delivery,000000000111000111000011000100111010010110100100
results for delivery to,000111000011000100111010010110100100010011010101
for delivery to the,000100111010010110100100010011010101001011011000
delivery to the ee,010110100100010011010101001011011000010010101111
to the ee operational,010011010101001011011000010010101111010010001011
the ee operational status,001011011000010010101111010010001011001011111011
ee operational status and,010010101111010010001011001011111011011001101010
this includes lag frame,000010011000011000001000001111111010011100111000
includes lag frame destination,011000001000001111111010011100111000010101011001
lag frame destination addresses,001111111010011100111000010101011001000010001001
frame destination addresses and,011100111000010101011001000010001001011001101010
destination addresses and address,010101011001000010001001011001101010000101111010
addresses and address changes,000010001001011001101010000101111010001001001000
and address changes error,011001101010000101111010001001001000000111010100
address changes error and,000101111010001001001000000111010100011001101010
changes error and warning,001001001000000111010100011001101010000101000101
error and warning the,000111010100011001101010000101000101001011011000
and warning the be,011001101010000101000101001011011000000000000111
warning the be shall,000101000101001011011000000000000111010011000000
the be shall provide,001011011000000000000111010011000000011000100011
be shall provide error,000000000111010011000000011000100011000111010100
shall provide error and,010011000000011000100011000111010100011001101010
provide error and warning,011000100011000111010100011001101010000101000101
error and warning reports,000111010100011001101010000101000101001100000010
and warning reports to,011001101010000101000101001100000010010011010101
warning reports to mc,000101000101001100000010010011010101010101110111
reports to mc as,001100000010010011010101010101110111011001110110
to mc as operating,010011010101010101110111011001110110010000001101
mc as operating conditions,010101110111011001110110010000001101000100111011
as operating conditions warrant,011001110110010000001101000100111011011001101001
operating conditions warrant debugtest,010000001101000100111011011001101001011001011000
conditions warrant debugtest messages,000100111011011001101001011001011000010000010011
warrant debugtest messages the,011001101001011001011000010000010011001011011000
debugtest messages the be,011001011000010000010011001011011000000000000111
messages the be shall,010000010011001011011000000000000111010011000000
be shall provide several,000000000111010011000000011000100011001010110111
shall provide several optionally,010011000000011000100011001010110111000000111111
provide several optionally selectable,011000100011001010110111000000111111001111100000
several optionally selectable levels,001010110111000000111111001111100000010011110000
optionally selectable levels of,000000111111001111100000010011110000011000110110
selectable levels of printed,001111100000010011110000011000110110001011011101
levels of printed messages,010011110000011000110110001011011101010000010011
of printed messages detailing,011000110110001011011101010000010011000100101010
printed messages detailing operational,001011011101010000010011000100101010010010001011
messages detailing operational parameters,010000010011000100101010010010001011000000110001
detailing operational parameters at,000100101010010010001011000000110001000010011100
operational parameters at critical,010010001011000000110001000010011100010101101110
parameters at critical locations,000000110001000010011100010101101110010110011111
at critical locations in,000010011100010101101110010110011111000011000010
critical locations in the,010101101110010110011111000011000010001011011000
locations in the system,010110011111000011000010001011011000001110100100
formatted output the be,001000101010000111010000001011011000000000000111
output the be shall,000111010000001011011000000000000111010011000000
the be shall deliver,001011011000000000000111010011000000001111010100
be shall deliver formatted,000000000111010011000000001111010100001000101010
shall deliver formatted final,010011000000001111010100001000101010000000001001
deliver formatted final results,001111010100001000101010000000001001000111000011
formatted final results to,001000101010000000001001000111000011010011010101
final results to the,000000001001000111000011010011010101001011011000
results to the ee,000111000011010011010101001011011000010010101111
to the ee system,010011010101001011011000010010101111001110100100
the be shall produce,001011011000000000000111010011000000001011001011
be shall produce all,000000000111010011000000001011001011011111010000
shall produce all data,010011000000001011001011011111010000001100010101
